PULocationID,pickup_zone,borough,hour,day_type,baseline_trips,baseline_capacity_proxy,baseline_duration,baseline_distance,baseline_total_amount
236,Upper East Side North,Manhattan,5,Weekday,21.0,30.0,10.108333333333334,2.4,23.125
236,Upper East Side North,Manhattan,6,Weekday,86.0,107.6,8.3,2.03,18.55
236,Upper East Side North,Manhattan,7,Weekday,277.0,353.8,9.283333333333333,1.78,19.32
236,Upper East Side North,Manhattan,8,Weekday,379.0,475.2,11.425,1.62,20.13
236,Upper East Side North,Manhattan,9,Weekday,364.0,441.2,11.0,1.51,19.0
236,Upper East Side North,Manhattan,10,Weekday,341.0,439.6,10.616666666666667,1.39,18.25
236,Upper East Side North,Manhattan,11,Weekday,354.0,460.8,12.233333333333333,1.33,19.32
236,Upper East Side North,Manhattan,12,Weekday,377.0,503.6,11.7,1.29,18.9
236,Upper East Side North,Manhattan,13,Weekday,358.0,439.0,11.433333333333334,1.3,18.5
236,Upper East Side North,Manhattan,14,Weekday,396.0,517.0,11.483333333333333,1.3,18.48
236,Upper East Side North,Manhattan,15,Weekday,486.0,636.1999999999999,12.3,1.26,19.3
236,Upper East Side North,Manhattan,16,Weekday,391.0,534.0,11.216666666666667,1.25,20.64
236,Upper East Side North,Manhattan,17,Weekday,425.0,528.1999999999999,10.5,1.3,20.62
236,Upper East Side North,Manhattan,18,Weekday,399.0,553.5999999999999,9.7,1.3,19.8
236,Upper East Side North,Manhattan,19,Weekday,273.0,405.0,8.95,1.29,19.35
236,Upper East Side North,Manhattan,20,Weekday,226.0,346.3999999999999,9.25,1.5,18.6
236,Upper East Side North,Manhattan,21,Weekday,191.0,314.59999999999997,9.433333333333334,1.64,18.84
236,Upper East Side North,Manhattan,22,Weekday,108.0,247.0,9.733333333333333,1.73,19.5
236,Upper East Side North,Manhattan,23,Weekday,41.0,138.2,9.833333333333334,1.97,19.94
236,Upper East Side North,Manhattan,0,Weekend,52.0,101.79999999999997,9.783333333333333,2.1,19.759999999999998
236,Upper East Side North,Manhattan,1,Weekend,21.0,51.79999999999997,9.816666666666666,2.12,19.25
236,Upper East Side North,Manhattan,2,Weekend,10.0,17.599999999999994,9.433333333333334,2.1,18.95
236,Upper East Side North,Manhattan,3,Weekend,5.0,12.399999999999991,9.283333333333333,2.33,19.68
236,Upper East Side North,Manhattan,4,Weekend,5.0,12.199999999999989,12.466666666666667,3.18,28.63
236,Upper East Side North,Manhattan,5,Weekend,9.0,17.59999999999998,11.983333333333333,3.34,28.36
236,Upper East Side North,Manhattan,6,Weekend,20.0,25.0,10.416666666666666,2.6,20.78
236,Upper East Side North,Manhattan,7,Weekend,52.0,73.19999999999999,7.85,1.81,17.65
236,Upper East Side North,Manhattan,8,Weekend,96.0,142.8,7.525,1.6,16.8
236,Upper East Side North,Manhattan,9,Weekend,156.0,235.39999999999998,7.333333333333333,1.42,16.02
236,Upper East Side North,Manhattan,10,Weekend,233.0,297.79999999999995,7.7,1.34,15.96
236,Upper East Side North,Manhattan,11,Weekend,258.0,382.99999999999994,8.65,1.4,16.8
236,Upper East Side North,Manhattan,12,Weekend,333.0,412.79999999999995,8.983333333333333,1.41,17.29
236,Upper East Side North,Manhattan,13,Weekend,339.0,426.99999999999994,9.683333333333334,1.49,17.65
236,Upper East Side North,Manhattan,14,Weekend,305.0,395.99999999999994,9.933333333333334,1.47,17.76
236,Upper East Side North,Manhattan,15,Weekend,291.0,461.9999999999999,9.725,1.41,17.64
236,Upper East Side North,Manhattan,16,Weekend,290.0,453.79999999999995,10.0,1.49,18.2
236,Upper East Side North,Manhattan,17,Weekend,352.0,452.99999999999994,10.183333333333334,1.52,18.52
236,Upper East Side North,Manhattan,18,Weekend,339.0,476.3999999999999,9.866666666666667,1.54,18.48
236,Upper East Side North,Manhattan,19,Weekend,234.0,427.5999999999999,9.783333333333333,1.57,18.48
236,Upper East Side North,Manhattan,20,Weekend,175.0,280.3999999999999,9.35,1.62,18.84
236,Upper East Side North,Manhattan,21,Weekend,160.0,253.19999999999996,9.291666666666668,1.7,18.84
236,Upper East Side North,Manhattan,22,Weekend,125.0,229.6,10.016666666666667,1.81,19.8
236,Upper East Side North,Manhattan,23,Weekend,54.0,163.19999999999987,9.766666666666667,1.91,19.755000000000003
237,Upper East Side South,Manhattan,0,Weekday,33.0,126.1999999999999,9.183333333333334,1.78,19.68
237,Upper East Side South,Manhattan,1,Weekday,14.0,53.79999999999997,8.95,1.82,19.74
237,Upper East Side South,Manhattan,2,Weekday,6.0,17.799999999999997,8.491666666666667,1.8,18.875
237,Upper East Side South,Manhattan,3,Weekday,3.0,10.399999999999991,9.766666666666667,2.3,20.58
237,Upper East Side South,Manhattan,4,Weekday,4.0,13.399999999999991,9.625,2.3,22.740000000000002
237,Upper East Side South,Manhattan,5,Weekday,12.0,22.799999999999997,9.116666666666667,1.91,22.09
237,Upper East Side South,Manhattan,6,Weekday,44.0,61.8,7.275,1.4,16.44
237,Upper East Side South,Manhattan,7,Weekday,202.0,259.8,9.016666666666667,1.26,17.2
237,Upper East Side South,Manhattan,8,Weekday,295.0,395.4,9.366666666666667,1.11,17.15
237,Upper East Side South,Manhattan,9,Weekday,301.0,381.0,10.033333333333333,1.1,17.64
237,Upper East Side South,Manhattan,10,Weekday,312.0,395.4,10.616666666666667,1.1,17.7
237,Upper East Side South,Manhattan,11,Weekday,355.0,453.8,11.233333333333333,1.09,18.48
237,Upper East Side South,Manhattan,12,Weekday,387.0,504.79999999999995,11.35,1.09,18.48
237,Upper East Side South,Manhattan,13,Weekday,382.0,506.4,11.4,1.12,18.48
237,Upper East Side South,Manhattan,14,Weekday,449.0,579.6,12.016666666666667,1.15,18.95
237,Upper East Side South,Manhattan,15,Weekday,446.0,588.0,12.258333333333333,1.14,19.25
237,Upper East Side South,Manhattan,16,Weekday,417.0,558.6,11.35,1.17,20.9
237,Upper East Side South,Manhattan,17,Weekday,444.0,562.4,10.766666666666667,1.2,20.7
237,Upper East Side South,Manhattan,18,Weekday,432.0,613.1999999999999,10.083333333333334,1.2,20.58
237,Upper East Side South,Manhattan,19,Weekday,355.0,518.5999999999999,9.283333333333333,1.25,19.84
237,Upper East Side South,Manhattan,20,Weekday,353.0,520.1999999999999,9.4,1.4,18.9
237,Upper East Side South,Manhattan,21,Weekday,324.0,552.4,9.391666666666666,1.47,18.9
237,Upper East Side South,Manhattan,22,Weekday,235.0,481.19999999999993,9.483333333333333,1.53,19.25
237,Upper East Side South,Manhattan,23,Weekday,104.0,302.6,9.416666666666666,1.68,19.68
237,Upper East Side South,Manhattan,0,Weekend,103.0,222.59999999999988,9.983333333333333,1.83,20.55
237,Upper East Side South,Manhattan,1,Weekend,53.0,92.79999999999998,9.241666666666667,1.8,19.25
237,Upper East Side South,Manhattan,2,Weekend,23.0,45.59999999999998,9.283333333333333,1.86,19.68
237,Upper East Side South,Manhattan,3,Weekend,13.0,23.799999999999983,8.45,1.79,18.06
237,Upper East Side South,Manhattan,4,Weekend,9.0,18.599999999999994,9.533333333333333,2.18,20.89
237,Upper East Side South,Manhattan,5,Weekend,6.0,15.0,11.416666666666666,2.75,24.02
237,Upper East Side South,Manhattan,6,Weekend,15.0,24.599999999999994,8.375,2.0,17.64
237,Upper East Side South,Manhattan,7,Weekend,34.0,55.8,7.375,1.57,16.56
237,Upper East Side South,Manhattan,8,Weekend,72.0,113.99999999999999,7.083333333333333,1.35,15.96
237,Upper East Side South,Manhattan,9,Weekend,134.0,219.5999999999999,6.683333333333334,1.24,15.18
237,Upper East Side South,Manhattan,10,Weekend,177.0,272.59999999999997,7.333333333333333,1.2,15.75
237,Upper East Side South,Manhattan,11,Weekend,235.0,344.4,7.866666666666666,1.2,16.02
237,Upper East Side South,Manhattan,12,Weekend,302.0,405.19999999999993,8.45,1.2,16.8
237,Upper East Side South,Manhattan,13,Weekend,327.0,454.59999999999997,9.216666666666667,1.23,16.96
237,Upper East Side South,Manhattan,14,Weekend,334.0,482.3999999999999,9.416666666666666,1.26,17.35
237,Upper East Side South,Manhattan,15,Weekend,348.0,525.4,9.533333333333333,1.25,17.5
237,Upper East Side South,Manhattan,16,Weekend,345.0,516.2,10.25,1.3,18.25
237,Upper East Side South,Manhattan,17,Weekend,339.0,490.1999999999999,10.275,1.32,18.48
237,Upper East Side South,Manhattan,18,Weekend,325.0,466.3999999999999,9.7,1.3,17.8
237,Upper East Side South,Manhattan,19,Weekend,233.0,394.19999999999993,9.666666666666666,1.33,18.25
237,Upper East Side South,Manhattan,20,Weekend,194.0,319.9999999999999,8.966666666666667,1.37,18.15
237,Upper East Side South,Manhattan,21,Weekend,180.0,311.59999999999985,9.15,1.43,18.84
237,Upper East Side South,Manhattan,22,Weekend,129.0,360.99999999999966,9.533333333333333,1.5,18.95
237,Upper East Side South,Manhattan,23,Weekend,66.0,329.3999999999996,10.1,1.69,20.52
239,Upper West Side South,Manhattan,0,Weekday,21.0,58.999999999999986,11.075,2.27,20.65
239,Upper West Side South,Manhattan,1,Weekday,9.0,24.0,11.116666666666667,2.35,21.36
239,Upper West Side South,Manhattan,2,Weekday,5.0,13.599999999999994,11.183333333333334,2.46,20.88
239,Upper West Side South,Manhattan,3,Weekday,3.0,9.0,11.55,2.68,21.35
239,Upper West Side South,Manhattan,4,Weekday,7.0,12.0,11.591666666666667,3.005,24.02
239,Upper West Side South,Manhattan,5,Weekday,21.0,33.39999999999999,11.066666666666666,2.63,24.15
239,Upper West Side South,Manhattan,6,Weekday,55.0,73.8,11.216666666666667,2.4,23.05
239,Upper West Side South,Manhattan,7,Weekday,128.0,166.39999999999998,12.133333333333333,2.04,22.86
239,Upper West Side South,Manhattan,8,Weekday,176.0,211.8,13.666666666666666,1.91,23.5
239,Upper West Side South,Manhattan,9,Weekday,180.0,216.6,12.983333333333333,1.82,21.84
239,Upper West Side South,Manhattan,10,Weekday,185.0,223.39999999999998,12.308333333333334,1.67,20.22
239,Upper West Side South,Manhattan,11,Weekday,181.0,218.8,11.85,1.58,19.95
239,Upper West Side South,Manhattan,12,Weekday,199.0,243.6,11.366666666666667,1.545,19.32
239,Upper West Side South,Manhattan,13,Weekday,201.0,255.8,11.35,1.55,19.31
239,Upper West Side South,Manhattan,14,Weekday,209.0,278.0,11.316666666666666,1.5,19.25
239,Upper West Side South,Manhattan,15,Weekday,218.0,283.2,11.216666666666667,1.4,18.9
239,Upper West Side South,Manhattan,16,Weekday,190.0,239.8,10.2,1.4,20.58
239,Upper West Side South,Manhattan,17,Weekday,215.0,272.0,10.083333333333334,1.43,20.62
239,Upper West Side South,Manhattan,18,Weekday,202.0,303.19999999999993,9.883333333333333,1.4,20.58
239,Upper West Side South,Manhattan,19,Weekday,163.0,223.8,9.45,1.41,19.9
239,Upper West Side South,Manhattan,20,Weekday,165.0,216.6,9.416666666666666,1.6,18.84
239,Upper West Side South,Manhattan,21,Weekday,157.0,253.2,10.25,1.77,19.68
239,Upper West Side South,Manhattan,22,Weekday,106.0,286.19999999999993,11.033333333333333,1.93,20.6
239,Upper West Side South,Manhattan,23,Weekday,53.0,157.0,11.133333333333333,2.1,20.93
239,Upper West Side South,Manhattan,0,Weekend,98.0,205.59999999999982,11.433333333333334,2.2,21.42
239,Upper West Side South,Manhattan,1,Weekend,48.0,99.39999999999995,11.116666666666667,2.26,19.82
239,Upper West Side South,Manhattan,2,Weekend,23.0,34.39999999999999,10.608333333333334,2.33,19.74
239,Upper West Side South,Manhattan,3,Weekend,11.0,21.599999999999994,11.899999999999999,2.915,21.285
239,Upper West Side South,Manhattan,4,Weekend,9.0,13.799999999999997,11.925,2.725,22.939999999999998
239,Upper West Side South,Manhattan,5,Weekend,11.0,17.0,12.108333333333334,2.895,26.66
239,Upper West Side South,Manhattan,6,Weekend,23.0,38.39999999999999,10.583333333333334,2.46,21.95
239,Upper West Side South,Manhattan,7,Weekend,43.0,55.19999999999999,10.083333333333332,2.2,20.064999999999998
239,Upper West Side South,Manhattan,8,Weekend,81.0,107.99999999999997,8.866666666666667,1.8,18.48
239,Upper West Side South,Manhattan,9,Weekend,129.0,164.6,8.833333333333334,1.66,17.77
239,Upper West Side South,Manhattan,10,Weekend,167.0,214.39999999999998,9.0,1.56,17.7
239,Upper West Side South,Manhattan,11,Weekend,189.0,241.6,9.733333333333333,1.6,18.48
239,Upper West Side South,Manhattan,12,Weekend,237.0,272.4,10.416666666666666,1.62,18.8
239,Upper West Side South,Manhattan,13,Weekend,263.0,304.4,10.933333333333334,1.63,19.32
239,Upper West Side South,Manhattan,14,Weekend,235.0,286.59999999999997,11.016666666666667,1.62,19.32
239,Upper West Side South,Manhattan,15,Weekend,233.0,305.2,11.116666666666667,1.65,19.32
239,Upper West Side South,Manhattan,16,Weekend,244.0,316.2,11.5,1.7,19.97
239,Upper West Side South,Manhattan,17,Weekend,254.0,322.0,11.666666666666666,1.71,20.59
239,Upper West Side South,Manhattan,18,Weekend,228.0,320.6,10.866666666666667,1.66,20.02
239,Upper West Side South,Manhattan,19,Weekend,178.0,291.3999999999999,10.983333333333333,1.7,19.32
239,Upper West Side South,Manhattan,20,Weekend,144.0,227.39999999999998,10.316666666666666,1.78,19.68
239,Upper West Side South,Manhattan,21,Weekend,146.0,247.59999999999997,10.866666666666667,1.89,20.1
239,Upper West Side South,Manhattan,22,Weekend,162.0,295.79999999999995,11.866666666666667,2.04,21.42
239,Upper West Side South,Manhattan,23,Weekend,67.0,247.79999999999976,11.4,2.09,21.38
249,West Village,Manhattan,0,Weekday,75.0,277.3999999999999,11.116666666666667,2.0,22.26
249,West Village,Manhattan,1,Weekday,41.0,193.19999999999982,10.675,2.1,22.05
249,West Village,Manhattan,2,Weekday,28.0,112.79999999999988,10.833333333333334,2.24,22.26
249,West Village,Manhattan,3,Weekday,17.0,61.799999999999955,11.325,2.435,23.445
249,West Village,Manhattan,4,Weekday,13.0,34.8,11.425,2.56,26.75
249,West Village,Manhattan,5,Weekday,12.0,22.0,8.891666666666666,2.11,22.26
249,West Village,Manhattan,6,Weekday,30.0,42.0,10.5,2.2,23.75
249,West Village,Manhattan,7,Weekday,59.0,86.8,12.216666666666667,2.12,23.58
249,West Village,Manhattan,8,Weekday,77.0,117.79999999999998,13.016666666666667,1.83,23.95
249,West Village,Manhattan,9,Weekday,80.0,115.39999999999999,11.783333333333333,1.45,20.22
249,West Village,Manhattan,10,Weekday,64.0,90.8,11.983333333333333,1.3,20.2
249,West Village,Manhattan,11,Weekday,62.0,84.99999999999999,12.783333333333333,1.32,20.94
249,West Village,Manhattan,12,Weekday,65.0,93.0,13.325,1.38,21.05
249,West Village,Manhattan,13,Weekday,72.0,99.0,12.558333333333334,1.36,20.35
249,West Village,Manhattan,14,Weekday,77.0,105.8,12.566666666666666,1.4,20.99
249,West Village,Manhattan,15,Weekday,83.0,114.6,13.016666666666667,1.39,21.06
249,West Village,Manhattan,16,Weekday,67.0,93.8,12.1,1.39,22.38
249,West Village,Manhattan,17,Weekday,75.0,111.19999999999999,11.75,1.3,22.35
249,West Village,Manhattan,18,Weekday,97.0,149.8,12.0,1.35,22.38
249,West Village,Manhattan,19,Weekday,114.0,198.0,12.258333333333333,1.4,22.605
249,West Village,Manhattan,20,Weekday,175.0,272.99999999999994,13.083333333333334,1.62,22.7
249,West Village,Manhattan,21,Weekday,222.0,309.0,13.233333333333333,1.75,23.94
249,West Village,Manhattan,22,Weekday,198.0,382.59999999999997,13.0,1.8,24.1
249,West Village,Manhattan,23,Weekday,154.0,459.8,12.316666666666666,1.83,23.94
249,West Village,Manhattan,0,Weekend,486.0,525.0,12.533333333333333,1.72,24.95
249,West Village,Manhattan,1,Weekend,453.0,552.8,12.133333333333333,1.82,24.24
249,West Village,Manhattan,2,Weekend,306.0,424.79999999999984,11.533333333333333,1.94,23.1
249,West Village,Manhattan,3,Weekend,194.0,265.2,10.983333333333333,2.1,22.825000000000003
249,West Village,Manhattan,4,Weekend,73.0,103.19999999999996,11.158333333333333,2.24,25.965
249,West Village,Manhattan,5,Weekend,15.0,28.0,11.083333333333334,2.52,23.94
249,West Village,Manhattan,6,Weekend,11.0,17.599999999999994,10.025,2.29,20.84
249,West Village,Manhattan,7,Weekend,11.0,25.799999999999983,9.425,2.0949999999999998,19.38
249,West Village,Manhattan,8,Weekend,27.0,40.39999999999999,7.983333333333333,1.57,17.2
249,West Village,Manhattan,9,Weekend,41.0,77.99999999999997,8.116666666666667,1.43,17.05
249,West Village,Manhattan,10,Weekend,65.0,98.59999999999995,8.883333333333333,1.44,17.95
249,West Village,Manhattan,11,Weekend,77.0,121.99999999999997,10.133333333333333,1.41,18.55
249,West Village,Manhattan,12,Weekend,104.0,133.39999999999998,11.183333333333334,1.42,19.4
249,West Village,Manhattan,13,Weekend,109.0,164.19999999999996,12.233333333333333,1.49,20.22
249,West Village,Manhattan,14,Weekend,115.0,163.2,12.508333333333333,1.47,20.35
249,West Village,Manhattan,15,Weekend,129.0,205.2,13.25,1.49,21.06
249,West Village,Manhattan,16,Weekend,138.0,204.39999999999998,13.783333333333333,1.49,21.9
249,West Village,Manhattan,17,Weekend,134.0,232.0,14.383333333333333,1.47,22.8
249,West Village,Manhattan,18,Weekend,185.0,307.39999999999986,13.958333333333332,1.4449999999999998,22.45
249,West Village,Manhattan,19,Weekend,185.0,332.2,14.75,1.5,22.74
249,West Village,Manhattan,20,Weekend,199.0,352.4,14.316666666666666,1.57,22.895
249,West Village,Manhattan,21,Weekend,237.0,367.59999999999997,14.25,1.67,23.2
249,West Village,Manhattan,22,Weekend,249.0,445.79999999999995,13.65,1.68,23.94
249,West Village,Manhattan,23,Weekend,238.0,516.4,13.083333333333334,1.75,24.78
